"X165";"X1";"X178";"X163";"X105";"X47";"X161";"X2";"X14";"X170";"X103";"X98";"X81";"X162";"X164";"X151";"X83";"X152";"X149";"X159";"X101";"y"
-536;293;247;-742;380;-526;-826;345;244;98;315;222;67;-805;-657;335;221;285;367;-625;262;"1"
-63;60;-67;-49;52;-21;-16;81;-37;47;58;46;18;-34;-62;70;37;57;59;-12;39;"5"
-46;350;-73;-48;-127;-162;-55;322;95;-50;-127;-116;-321;-45;-47;-78;-264;-76;-95;-65;-127;"2"
-17;11;-7;-27;10;-27;-31;2;-23;-15;15;23;34;-30;-17;-12;20;-23;-10;-29;23;"3"
-71;68;-94;7;-54;215;-21;46;-89;-70;-129;-118;-28;-14;-21;67;-79;36;94;-108;-135;"4"
-174;-75;-74;-161;11;-287;-138;-94;117;-173;43;30;98;-147;-172;-21;70;-25;-11;-118;65;"2"
-42;-66;-51;-40;-27;-53;-50;-74;-20;-26;-22;-19;-50;-42;-39;-94;-67;-96;-79;-56;-18;"2"
44;12;50;41;50;23;41;11;32;55;50;39;-25;42;41;20;-34;21;26;33;45;"2"
-505;-278;444;-301;138;315;-37;-301;628;-313;-125;-443;210;-145;-388;-128;141;-118;-37;101;-363;"1"
-70;-154;96;-60;-3;15;-31;-119;76;-42;14;-12;-83;-62;-77;49;-116;86;-72;-12;8;"3"
-65;31;21;-61;58;-28;-58;35;66;-43;59;85;-23;-59;-62;-13;4;-8;-19;-42;85;"3"
112;-263;10;166;-108;-173;207;-263;-295;67;-117;-129;-166;186;141;416;-154;400;456;230;-124;"2"
-260;24;-369;-351;787;989;-310;-12;-167;-58;1059;906;21;-350;-325;490;54;414;710;-149;1083;"1"
-11;38;17;-20;-71;13;-16;11;-48;26;-45;-114;17;-14;-18;-12;-11;31;-28;4;-22;"5"
-95;-16;-75;0;-149;-181;8;-44;-82;-92;-154;-8;-182;6;-35;-108;-77;-78;-132;-54;-76;"4"
-8;15;-50;0;18;10;5;17;2;3;-7;-42;-15;4;3;3;-24;4;13;-6;-19;"5"
-122;-148;23;-24;-56;43;62;-74;-84;39;32;210;126;35;-84;-102;90;-82;-69;91;168;"4"
-233;-260;602;-141;-378;-44;-169;-257;-323;250;-207;37;492;-150;-161;-214;533;-209;-215;-252;12;"1"
-45;9;-14;34;-45;-57;92;4;52;-2;-45;-62;51;75;-17;28;43;33;80;61;12;"5"
-68;38;-88;-50;-20;98;-15;48;28;57;-9;24;-90;-28;-66;-15;-25;-6;16;1;-23;"4"
119;-91;-195;236;302;-34;233;-99;224;-5;577;71;-93;246;190;-43;-274;-41;-58;-47;607;"1"
-104;-44;-123;-139;-64;-40;-123;-46;-41;47;-51;-76;-39;-132;-133;37;-60;46;-21;-82;-71;"4"
-61;-60;175;-52;-154;5;-30;-51;-64;-83;-108;-13;56;-45;-58;3;50;10;6;-3;-81;"2"
41;-24;25;61;75;4;116;-123;-167;84;77;52;87;102;4;57;51;17;106;83;29;"4"
-13;-21;-45;10;0;22;8;-23;22;-56;-23;-32;-34;4;-6;-18;-14;-20;3;16;-9;"5"
25;64;1;69;12;-100;66;49;88;-35;-56;-155;116;74;56;22;139;17;81;30;-152;"2"
34;-1;24;-10;19;-35;-48;-3;-22;-27;3;-3;-16;-38;10;53;30;52;33;-40;-4;"4"
-77;-74;-11;-95;71;-81;-75;-94;-63;67;81;41;-15;-86;-97;-22;-12;5;-60;-60;69;"5"
64;39;88;63;37;78;46;81;-7;1;-3;-36;-15;55;69;64;-12;61;44;21;-6;"5"
-85;698;-13;-108;-168;-31;-112;628;165;-43;-196;-197;-187;-115;-94;-86;-179;-93;-78;-91;-200;"2"
3;246;31;8;256;225;220;250;-496;60;182;-597;107;87;-14;-243;321;-78;-482;531;-112;"1"
-6;-20;-50;-35;-3;-6;-39;-16;-51;-15;8;20;-30;-36;-22;36;-25;14;42;-32;8;"3"
244;312;442;403;-664;-716;408;267;494;-1149;-452;25;231;417;333;291;329;237;348;348;-92;"1"
-11;-40;-98;-25;7;74;-26;-33;43;13;3;-7;-37;-27;-20;-20;-31;-22;-36;-22;10;"3"
-81;146;-643;180;241;575;427;-155;13;264;247;-531;460;300;60;280;398;130;177;495;218;"1"
-713;496;211;-599;297;-240;-356;472;-211;-406;256;-51;162;-493;-682;323;199;289;358;-38;161;"1"
-32;-43;-43;-38;-48;-57;-32;-41;-34;-33;-45;-45;-49;-34;-34;-50;-48;-49;-44;-38;-41;"2"
35;13;-43;20;17;42;-9;41;-30;62;-5;25;-40;16;30;-61;-31;-71;-50;31;9;"5"
-24;51;49;-37;90;12;-41;91;-79;25;46;22;93;-36;-30;-15;76;0;-47;0;10;"4"
68;-49;-2;1;-67;-24;-43;-53;8;-1;-52;-9;-24;-34;42;112;-57;101;75;-25;-30;"4"
-50;-45;102;-27;9;-3;-27;-45;18;-22;15;3;-12;-21;-36;-51;-2;-52;-62;-35;7;"2"
-43;-19;6;-48;-91;-43;-26;-42;18;-40;-22;86;8;-44;-40;-134;-63;-115;-174;-9;41;"2"
-5;75;29;-7;-96;-38;32;44;83;-91;-84;57;-22;18;-7;-12;-4;-70;57;-21;-59;"4"
-96;5;-27;-62;-43;-33;-30;-1;-41;-81;-49;-85;-75;-45;-82;-36;-94;-54;-41;-54;-57;"5"
-17;-34;-9;-22;-34;-37;-16;-10;-47;-27;-76;-3;45;-16;-17;50;33;55;18;-4;-54;"5"
-110;-13;-32;-123;-14;-23;-127;-16;-4;-92;-9;43;21;-132;-118;-182;38;-186;-178;-133;14;"2"
164;259;29;200;-168;190;238;249;-72;118;-223;-376;228;225;179;-76;193;-187;169;193;-148;"1"
-230;-141;-309;-360;-941;47;-258;-221;-304;-157;-651;-260;451;-363;-299;905;509;854;877;42;-493;"1"
-62;-16;-13;-31;9;48;-47;-23;-1;-5;77;-22;-17;-39;-50;13;62;-29;33;-23;8;"5"
0;31;-6;-4;-20;-29;-11;23;-4;-2;-26;-10;-37;-11;-3;-1;-39;11;-6;-8;-13;"3"
18;-97;-148;-19;-14;10;-16;-110;87;-159;-8;34;2;-23;-2;-49;9;-50;-53;-30;18;"3"
-114;-55;-93;-50;-206;-175;-65;-68;-6;-102;-180;-109;-104;-46;-76;22;-147;6;-24;-73;-141;"3"
131;-15;-112;112;32;-92;106;-14;-32;-149;-22;-158;-39;107;120;-119;44;-113;-112;67;-79;"1"
-128;-9;-70;-126;47;-14;-128;1;60;-140;42;51;-95;-128;-122;52;-99;36;29;-95;54;"3"
-52;18;-9;-86;-92;12;-98;34;51;-57;-46;-74;-37;-94;-68;6;-62;3;-4;-93;-52;"5"
320;-263;-71;324;-211;-70;276;-371;71;294;-384;-28;373;323;318;-332;393;-303;-351;121;-173;"1"
72;48;127;76;52;63;63;46;72;78;37;84;-8;72;75;104;-9;124;95;36;43;"5"
55;-20;-128;25;-172;123;-15;-11;-114;0;-184;-130;50;-8;46;-40;71;-44;-17;-25;-149;"3"
8;-26;27;0;9;25;11;-10;16;12;20;20;0;6;0;3;0;11;-14;14;31;"2"
123;113;79;76;-62;-35;74;101;97;59;-77;51;-11;68;103;-3;-2;-26;36;123;-12;"4"
68;75;72;98;23;-21;131;47;-20;-41;59;112;58;118;80;47;71;24;85;82;127;"4"
-55;13;-7;-18;33;-29;-11;4;-50;-67;-43;-142;-204;-14;-34;-75;-71;-71;-74;-37;-93;"4"
164;11;46;167;34;173;191;-5;548;194;47;-37;-131;180;161;229;-152;242;206;218;43;"2"
49;70;-125;41;-18;-26;37;111;17;26;-30;-209;-47;44;43;-62;19;-141;-54;6;-67;"1"
-240;249;690;-494;-646;-1075;-868;312;201;151;-1033;25;-496;-689;-356;904;-296;876;698;-1130;-1122;"1"
-9;3;-14;-8;-22;-20;-13;8;-25;-18;-22;-6;5;-11;-12;-25;5;-21;-26;-8;-16;"3"
-4;-1;18;19;-30;-41;-14;5;-25;-101;-6;-47;-50;9;16;-83;-33;-98;-29;-50;-13;"4"
-31;90;-32;-21;-17;-133;-38;88;-26;-39;-14;-12;2;-27;-22;-65;-10;-67;-57;-49;-12;"2"
150;-316;-188;759;-163;-110;419;-226;263;-396;-82;-218;-501;661;475;284;-342;5;623;-291;-98;"1"
13;-93;7;12;-103;-16;12;-97;-96;11;-111;-133;-131;16;15;-46;-161;-42;-65;-2;-119;"1"
11;28;84;-53;55;-13;13;23;17;-8;58;90;1;19;-6;-44;21;-54;-43;41;48;"4"
34;-122;-562;-75;128;75;-26;-267;453;176;237;348;143;-64;-48;35;112;109;-214;139;403;"1"
27;55;166;58;-32;-4;90;0;29;-117;7;-15;21;75;52;7;-123;-18;12;38;51;"4"
-102;-135;-112;-115;-213;-113;-76;-115;-175;38;-99;158;106;-87;-118;-114;7;-103;-118;-47;72;"4"
12;48;-41;8;-3;51;-2;50;-24;-17;26;35;-21;1;12;20;-38;32;12;-1;54;"3"
70;99;-56;110;-48;-11;125;96;118;0;128;209;69;120;103;82;20;73;101;119;189;"2"
10;13;-4;40;9;-8;73;-15;-47;17;20;-41;-33;45;5;-21;-17;0;-19;35;-6;"3"
-51;-1;3;-53;-61;12;-37;-24;13;16;-47;-30;-47;-48;-60;-92;-67;-88;-87;-79;-45;"2"
29;-6;-51;26;-124;-10;-4;3;-88;2;-70;19;24;12;31;21;35;31;24;-42;-22;"4"
19;15;-13;41;52;-3;52;22;32;1;48;78;24;49;30;65;44;59;81;51;71;"3"
-13;20;-63;-27;-36;1;-19;26;-30;-13;-22;-8;-23;-19;-15;-34;-8;-11;-56;-5;0;"5"
816;-307;-11;-320;146;-470;-691;-282;-974;-476;175;254;462;-603;228;-49;501;3;-185;-348;171;"1"
113;-54;21;47;95;-70;-10;-1;1;-4;85;-56;22;15;80;14;32;-25;40;-36;28;"4"
-51;-82;76;-36;21;7;-13;-75;32;-41;8;65;35;-18;-53;-7;50;2;-10;-41;-5;"5"
54;-54;-17;53;-97;46;51;-59;-80;12;-129;-65;-39;58;51;39;-34;21;36;30;-111;"5"
35;5;42;-7;79;17;-47;-7;-65;58;107;102;-6;-33;13;-28;12;-18;-41;-46;116;"2"
16;41;14;25;18;15;29;46;36;23;15;39;-22;27;24;-4;-4;-11;8;39;24;"2"
-22;-42;-22;1;138;84;32;-11;-8;-58;137;178;141;24;-6;44;82;42;35;31;151;"5"
30;-217;-5;26;126;80;20;-287;-356;12;135;145;133;24;30;34;139;32;31;19;139;"1"
-47;-156;-96;-121;-116;-190;-61;-172;-166;-82;-87;-207;-107;-100;-92;-140;-161;-141;-77;2;-111;"4"
9;-63;8;-5;-24;39;-15;-70;-51;-36;-41;21;42;-12;7;78;-32;64;61;-8;-47;"5"
21;-86;-167;27;-77;-50;43;-83;-132;-45;-75;-41;19;40;23;114;-35;118;113;45;-46;"2"
560;384;635;421;-777;-332;305;413;511;722;-974;-82;376;354;493;-629;419;-466;-981;307;-769;"1"
39;41;61;67;44;76;20;24;21;-23;11;-8;107;49;68;56;33;56;26;-23;-17;"4"
-37;-14;-22;-33;15;-53;-38;-10;-51;-3;-21;-43;-97;-35;-32;13;-89;-3;25;-38;-56;"2"
40;51;23;24;46;3;0;56;8;31;55;21;26;11;35;-31;18;-31;-29;-10;54;"3"
-44;-8;-24;-113;-88;88;-164;12;-129;37;-95;19;-121;-142;-73;-41;6;-26;-25;-155;-88;"1"
24;22;57;28;15;33;35;37;17;46;28;19;44;34;25;15;13;20;29;37;22;"3"
-78;57;-31;-55;84;20;-17;105;-23;129;24;-40;7;-35;-70;-45;32;-53;-34;19;-15;"4"
137;-45;-101;127;22;-52;1;-83;20;-126;35;-14;1;64;162;150;-37;133;44;-137;-7;"4"
-26;-41;-50;-30;-43;-21;-45;-46;-40;-81;-73;-78;-80;-34;-21;-25;-92;-28;-36;-71;-91;"4"
31;-2;-9;25;-36;21;17;-9;-3;10;-32;-9;-11;25;31;-21;-6;-13;-18;7;-24;"3"
171;-7;-161;288;390;255;404;-4;-112;-41;370;-63;219;349;230;-395;70;-402;-268;462;196;"1"
13;-28;-40;-56;46;-72;-46;-39;14;-21;16;-21;41;-56;-23;33;5;39;-52;-39;-10;"5"
12;64;-57;17;13;-35;14;50;55;6;37;51;91;20;16;7;92;12;3;9;44;"1"
-7;-52;-137;-2;-19;-7;-5;-55;-14;-46;-40;-47;-25;-3;-1;176;-24;168;175;25;-63;"2"
25;-20;11;-24;55;41;-74;-32;-78;20;89;98;-8;-53;1;-98;7;-86;-108;-95;108;"2"
-81;-84;-79;-85;-67;-53;-80;-83;-105;-71;-61;-61;-71;-83;-86;-93;-61;-86;-98;-85;-57;"3"
53;-183;9;86;300;255;147;-232;-541;44;658;62;3;111;68;387;60;377;404;212;1048;"2"
2;126;-60;37;138;-29;63;126;73;-61;109;22;-1;48;13;121;-10;131;90;96;70;"3"
75;-126;-26;-26;169;-36;-78;-126;-231;93;245;46;-51;-49;67;138;-43;134;65;-70;185;"3"
-5;64;-15;-12;19;61;-40;98;-20;105;42;-17;-48;-31;-7;25;-54;37;11;0;48;"4"
-67;-307;56;-1;-95;-70;52;-296;-216;-202;-99;-89;-27;33;-30;-130;-34;-103;-112;51;-115;"2"
-142;-54;-136;-123;-4;-87;-75;-74;-77;-66;-35;-31;-76;-104;-140;-110;-97;-76;-164;-21;-16;"4"
-52;-52;29;-66;-20;-161;-81;-56;-70;-28;-6;-6;-3;-68;-57;-111;9;-110;-116;-95;-8;"3"
91;151;30;101;-102;18;108;128;1;49;-105;-66;-52;111;92;22;-42;19;25;85;-115;"2"
16;-36;-36;6;27;133;4;-35;-73;175;6;-3;0;4;2;-141;-1;-116;-173;-22;-25;"2"
12;-59;-45;3;25;135;6;-54;77;31;22;-18;-35;5;8;-4;-42;12;-36;8;7;"3"
-22;-21;0;-84;-40;-2;-68;4;30;-111;-27;-42;-134;-87;-49;-157;-144;-145;-160;-14;-32;"4"
35;-32;31;40;59;4;41;-49;45;16;40;36;69;42;37;64;57;61;48;50;30;"3"
0;-80;44;-11;-76;23;-4;-59;-42;6;-58;-3;-98;-16;-2;28;-81;31;19;16;-50;"3"
-1;-1;-63;-2;44;7;7;-11;1;9;43;33;31;5;3;50;10;40;38;15;43;"3"
-66;10;4;-62;53;26;-43;10;40;-92;61;28;16;-55;-62;22;2;32;21;-21;53;"3"
9;24;3;12;79;-69;14;36;-22;8;67;-12;10;12;10;-7;8;5;-24;14;43;"2"
88;-14;25;87;-118;36;75;18;-7;52;-107;-50;-97;65;59;82;-90;104;21;88;-97;"3"
-64;-96;25;-56;-19;31;-57;-90;-54;-48;-22;-69;36;-58;-62;-84;46;-73;-89;-53;-49;"3"
30;22;-28;-2;-77;-29;-13;28;72;0;-27;91;-38;8;4;5;-40;-7;1;-69;47;"4"
-301;-196;203;-435;367;123;-517;-220;-170;-30;390;411;540;-485;-369;-299;592;-309;-279;-517;384;"1"
1146;382;722;1071;582;-931;597;409;-3;-75;175;-667;615;886;1166;274;489;464;-178;82;-524;"1"
-59;1;-89;-91;-54;0;-87;7;41;-69;-67;-52;16;-90;-79;-33;26;-40;-10;-63;-62;"5"
29;60;-36;39;-79;18;37;62;-14;1;-71;-32;48;40;38;47;45;35;62;37;-56;"2"
-28;-51;-81;-50;-4;-86;-76;-63;-76;-68;-21;-178;-151;-69;-34;-105;-82;-107;-93;-66;-84;"4"
6;25;-65;-14;-17;29;-37;21;-38;11;-60;-36;14;-35;-15;-45;9;-8;-43;-82;-43;"5"
31;25;53;20;38;-3;23;37;39;39;22;19;-29;14;26;72;-15;73;55;42;11;"2"
-295;-37;74;-342;347;5;-391;-77;-44;-170;365;463;767;-370;-323;-603;753;-575;-576;-394;395;"2"
-384;-21;366;-365;-149;170;-211;-21;59;-173;-182;-151;172;-302;-390;321;141;411;171;53;-208;"1"
-478;-81;173;-385;-40;-458;-281;297;-235;465;133;587;28;-341;-415;250;-138;165;423;-148;356;"1"
-57;-5;-8;-288;-515;53;-321;56;139;-109;42;8;-164;-333;-163;523;-1144;556;434;-217;503;"1"
-159;-117;12;-119;207;50;-55;-123;-134;-71;307;139;-103;-92;-144;13;-110;95;-60;15;351;"1"
20;-11;-1;41;6;15;13;-12;-61;-5;-24;-48;56;19;40;4;19;7;23;-31;-24;"4"
-67;-61;-118;-14;-14;-7;-16;-59;-94;-64;23;-105;-94;-10;-40;7;-56;-44;32;-32;18;"5"
-5;-89;142;-36;-12;-25;-50;-93;133;-137;-19;-28;-26;-47;-20;-154;-48;-158;-123;-68;-40;"1"
72;-125;218;89;-61;-40;86;-121;-82;137;-91;-55;12;84;82;94;2;114;46;101;-79;"3"
-20;-6;-38;-10;-108;-44;-10;3;-41;-20;-69;-46;-38;-4;-15;-74;-17;-66;-62;-37;-44;"3"
-17;-39;26;-20;52;71;-35;-41;-29;-17;97;57;-47;-25;-13;-49;-35;-55;-45;-36;103;"2"
36;-23;-29;23;13;-15;-35;-23;4;-85;57;-114;-73;8;34;82;-43;56;44;-122;50;"4"
615;-844;541;448;-880;-712;171;-775;232;681;-867;147;708;320;551;-268;713;-141;-615;-95;-452;"1"
-37;70;19;-14;27;-58;-23;42;25;48;16;7;21;-13;-19;-175;-29;-217;-36;-39;1;"1"
-71;-354;128;-81;527;-786;-251;-528;939;-143;724;-45;-228;-159;-45;-168;-180;-171;23;-272;689;"1"
-34;38;-67;-39;8;-49;-53;24;-52;34;24;11;-45;-44;-33;97;-46;87;80;-85;9;"4"
-245;-419;-168;-217;-425;109;-253;-195;-100;417;-47;173;-360;-216;-241;425;-77;208;491;-346;92;"1"
-11;-47;15;54;54;-47;135;-61;104;51;43;-22;-18;103;-24;48;-55;44;153;166;-33;"4"
17;17;-36;-55;-16;-83;11;54;-57;-39;59;93;38;-34;-25;-65;-75;-67;-96;76;117;"4"
-279;189;-26;-280;-134;-37;-135;174;-204;-127;-369;-43;218;-213;-293;-122;203;-76;-227;-46;-450;"1"
113;-55;80;78;-53;-75;42;-39;-3;-96;157;-54;-39;53;105;123;41;67;126;-1;126;"4"
-47;173;-26;-32;5;280;-29;131;75;-210;-75;-105;222;-43;-38;-144;197;-114;-151;-94;-132;"3"
-38;83;-51;-78;197;30;-128;90;59;-5;40;-66;25;-105;-58;48;-38;94;-43;-126;-62;"4"
37;-78;53;23;20;-5;20;-65;-64;12;57;98;-12;24;25;-37;16;-52;-12;-12;90;"5"
-99;531;426;-143;583;-614;-647;285;736;-119;1024;492;-394;-385;-75;314;-516;-120;430;-711;840;"1"
-49;264;-123;-29;-107;54;-7;372;-78;-84;-82;45;42;-16;-36;55;18;55;51;7;-35;"1"
34;18;44;-3;-7;5;9;9;44;56;-8;-13;-30;0;14;31;-19;36;20;30;-10;"5"
11;92;10;45;2;-58;51;110;133;15;-10;39;-66;47;31;72;-72;71;102;21;32;"4"
-185;136;274;31;-399;-121;148;183;272;538;658;-126;226;99;-77;217;227;221;212;202;282;"1"
-9;-1;-21;58;-14;146;91;-22;85;-95;-44;-65;122;89;23;-114;6;-119;-102;38;-69;"4"
45;82;107;193;-116;-36;167;140;-69;-107;-94;11;105;199;141;-155;133;-190;-33;90;5;"4"
-18;-34;43;-46;-17;-20;-38;-1;-8;24;0;22;67;-39;-35;48;94;46;27;-20;24;"5"
-59;-43;7;-66;-35;-45;-62;-51;-12;-44;-48;-77;-19;-65;-58;-41;-28;-41;-44;-52;-69;"2"
77;13;-110;105;0;9;127;7;65;-16;20;55;68;118;91;245;84;244;249;159;35;"2"
-58;119;9;-87;60;-52;-52;126;-73;85;21;55;9;-80;-75;-14;65;23;-81;27;-3;"4"
145;-99;109;67;160;-337;12;-98;18;177;103;76;143;30;111;146;91;177;30;54;70;"1"
39;18;21;31;-116;-57;14;-4;-70;-3;-150;-137;-97;19;40;55;-127;30;93;8;-127;"3"
7;-57;36;-7;-9;10;-17;-48;-9;-1;-7;-5;-7;-8;-3;-34;2;-32;-41;-20;-1;"3"
69;-1;-1;20;-56;-94;-21;-16;16;52;-62;-20;-12;-1;43;80;-30;105;4;5;-24;"5"
48;-50;97;66;15;-41;36;-58;-45;-51;-62;11;-77;63;64;-44;-136;-72;10;-23;-116;"4"
-43;-74;-7;-37;-98;-94;-92;-81;-104;-58;-68;-121;-162;-79;-40;-69;-118;-61;-62;-91;1;"4"
44;-6;15;27;18;37;5;-5;-10;37;42;45;23;17;34;12;10;6;24;3;47;"2"
39;57;-20;-7;-8;8;31;48;-14;-17;28;24;41;3;16;71;15;52;10;70;102;"5"
21;-62;-8;9;67;-17;-2;-61;-19;27;41;22;29;-2;22;-11;26;-13;15;13;-7;"5"
-60;63;-31;-19;294;132;-16;117;65;88;317;9;-27;-12;-39;-62;31;-91;85;-85;209;"1"
52;11;7;28;51;-23;-51;9;-34;23;50;38;68;-12;54;-17;77;-10;-14;-62;34;"4"
13;15;-42;-9;-6;-53;1;6;3;-41;-11;-9;-27;-3;-5;14;-14;15;23;13;-9;"5"
-78;51;18;-59;-28;-20;2;44;-50;30;-31;-33;50;-14;-90;1;7;25;5;-10;-66;"4"
126;256;-459;115;349;-17;136;228;-496;267;235;-87;-431;125;111;154;-427;171;97;155;99;"1"
-67;157;77;-98;121;-102;-131;168;518;-20;136;123;53;-119;-79;-278;84;-322;-196;-140;136;"1"
-61;59;-25;-65;-9;-23;-60;72;40;-55;0;-11;6;-65;-64;-59;-12;-51;-45;-41;-7;"3"
0;-38;42;5;-19;-39;12;-46;8;20;-20;-9;-23;15;6;-32;-11;-32;-53;4;-2;"5"
-110;-26;-86;-104;-114;-30;-99;-7;-52;-29;-95;-69;-66;-105;-107;-47;-44;-30;-58;-72;-55;"5"
-456;427;194;-140;-143;255;-154;386;-427;-357;-137;152;-114;-129;-239;-87;-325;-92;92;56;-180;"1"
-292;-142;8;-263;88;449;-207;-111;200;-281;181;-201;291;-236;-278;210;214;205;226;-51;40;"1"
43;7;-22;10;35;-28;-6;4;-54;36;15;7;36;1;29;-41;26;-46;-25;-18;13;"2"
-17;-30;-104;-32;-68;-46;-37;-52;-11;-18;43;-12;-88;-29;-29;24;-1;38;-30;-34;84;"5"
-24;-80;121;-9;8;-69;-14;-82;-57;43;7;-7;-89;-9;-21;-8;-95;-6;-14;-29;5;"3"
8;84;75;20;45;59;6;86;107;21;1;-3;44;13;12;57;16;43;70;-11;-16;"3"
249;89;193;147;36;-158;15;149;119;291;71;155;147;87;200;-449;231;-340;-335;-169;110;"1"
59;87;-159;152;7;-91;-35;83;-21;-243;-278;59;-75;95;118;-175;-130;-270;-60;-304;-226;"1"
-125;-68;78;-221;-47;-52;-272;-64;-144;174;-79;-108;-159;-246;-177;1;-130;1;-55;-269;-111;"1"
20;-13;45;0;9;85;21;-15;26;48;5;1;3;8;13;65;-8;69;39;23;-1;"3"
-49;81;-45;-68;42;47;-80;72;6;44;67;122;-117;-96;-80;87;-57;106;20;-59;83;"3"
-126;-10;-140;-86;-26;-29;-49;-22;-15;-156;-40;-44;-76;-67;-104;78;-72;91;27;-6;-35;"3"
-9;-67;29;-11;-33;-30;12;-117;-58;132;-10;-10;1;6;-23;122;26;125;42;15;-3;"5"
-21;-183;-230;210;914;-171;780;-179;-75;-161;563;-187;363;462;36;-85;261;-47;-148;1111;23;"1"
-12;-37;-52;-40;-29;5;-61;-43;-30;46;-26;-27;-41;-40;-20;22;-35;27;10;-33;0;"5"
-5;-14;26;30;-23;47;28;-34;-40;52;13;-2;-40;25;8;-70;-10;-98;-25;48;15;"4"
57;51;25;49;-27;-162;121;45;-136;18;-22;-109;-193;83;49;148;-184;138;166;97;-46;"3"
-193;5;-3;-210;99;-173;-189;1;-6;-99;64;-192;21;-212;-201;139;83;127;119;-101;-1;"1"
-26;16;-70;-25;42;-101;-101;30;34;-52;36;18;90;-68;-17;52;100;35;52;-101;31;"5"
-36;-53;-22;-29;-10;-13;-30;-49;-5;-97;-6;117;22;-24;-27;5;48;-7;-3;-90;31;"4"
86;-2;83;72;-84;15;68;-1;37;75;-57;-30;5;68;81;-22;-6;-3;-34;74;-30;"3"
90;40;17;99;-7;-43;91;21;-10;40;-17;-79;-101;93;102;61;-119;38;78;84;-24;"5"
-248;-366;-222;-232;158;390;-210;-356;-100;-245;22;-78;-75;-222;-244;-114;-79;-121;-88;-187;79;"1"
-20;49;3;30;17;53;83;35;26;-12;10;15;19;58;5;14;4;5;45;84;45;"5"
20;9;-5;155;14;-12;140;17;43;38;-1;26;-38;171;91;-11;-1;21;-1;34;14;"4"
88;97;48;88;48;14;58;99;24;104;5;69;65;81;88;84;70;73;107;40;5;"5"
311;-485;-16;179;-168;-71;-61;-434;284;111;-402;-98;-371;48;270;-79;-225;-159;107;-237;-361;"1"
-8;9;-1;-1;-81;-106;-15;-4;-48;-9;-63;29;-5;-9;1;-12;-41;-12;-27;-24;-26;"5"
-41;-1;-28;-28;-24;4;18;-19;87;-73;-9;-42;31;-11;-35;27;37;17;15;59;9;"5"
11;7;41;11;21;59;12;1;6;32;23;-32;30;10;11;7;27;14;3;9;-48;"3"
20;-9;66;21;-89;3;29;17;-33;-27;-100;-4;65;23;21;-20;13;-18;-51;30;-37;"4"
-270;-93;-26;-175;-180;163;-211;-57;-118;-88;-123;2;-209;-197;-205;-23;-147;78;-119;-175;53;"1"
10;-38;-29;7;-29;4;-5;-3;-39;28;-11;-41;-34;-1;5;-24;-1;2;-33;-20;-25;"5"
-176;42;-24;-68;166;91;11;29;60;-61;205;157;74;-14;-137;79;81;81;38;40;206;"2"
137;-8;-5;93;64;18;44;-26;122;55;51;29;40;34;124;90;96;39;103;142;62;"5"
392;237;-289;340;391;-316;-200;171;-299;277;334;-405;117;51;435;-297;30;-295;-284;-366;-192;"1"
69;-47;-17;73;-109;-1;42;-62;63;-140;-102;-86;-57;63;78;-81;20;-115;-6;9;-79;"4"
14;-106;-12;15;-60;73;25;-91;-39;8;-44;1;-16;22;15;-20;-22;-25;7;13;-20;"3"
-14;-59;-36;5;-36;-27;13;-66;-60;-63;-59;-63;-59;12;-4;-15;-47;-20;-20;14;-71;"2"
34;-55;7;55;-44;-15;72;-48;-18;45;-55;-61;-2;63;46;-28;-22;-28;-23;99;-57;"4"
40;-82;-17;53;8;7;60;-76;-56;-5;-2;70;96;55;51;67;94;69;50;69;27;"3"
237;-34;91;146;15;-35;12;-19;35;-99;3;-15;31;65;212;98;-11;100;29;-57;-7;"4"
37;138;76;77;39;12;118;111;46;-141;83;46;-22;102;54;-16;-34;-62;56;33;126;"4"
-8;-65;60;-1;30;58;-9;-60;-7;19;55;90;33;3;0;2;56;4;6;-11;68;"3"
-32;45;-77;-13;-108;-152;-33;66;-49;-70;-106;-17;54;-14;-10;-71;10;-66;-46;-27;-122;"3"
-8;-112;-16;-6;50;22;-11;-122;-55;-28;44;59;19;-6;-5;-4;14;-3;-2;-4;45;"3"
-444;-869;-58;-1052;306;-174;-565;-1036;274;1020;600;-25;-148;-910;-928;-206;-137;-192;-171;-145;820;"1"
-56;-78;-17;-55;-51;-62;-53;-82;-46;-50;-40;-100;-47;-48;-58;-50;-60;-57;-36;-48;-61;"5"
-108;-34;5;-77;-121;135;-76;-57;-194;-69;-118;-134;-154;-69;-88;71;-190;46;99;-84;-125;"2"
-14;134;-45;-13;-36;17;-51;132;10;-55;-2;93;-6;-14;-15;82;-29;109;99;-59;96;"4"
-136;-28;-98;-131;-19;-27;-108;-20;40;-99;-16;-19;-33;-120;-129;-24;-40;-27;-26;-95;-14;"3"
106;102;6;115;-46;93;101;106;-354;92;-60;-52;16;108;115;97;7;15;142;78;-52;"1"
-8;-38;-54;-37;-71;-59;-51;-45;-51;-26;-85;-93;-74;-48;-16;-35;-74;-40;-65;-30;-84;"5"
-221;-37;429;-209;248;390;-87;-145;-367;-300;394;352;-191;-178;-223;365;-154;300;317;159;427;"1"
3;-26;19;10;7;2;23;-5;-70;45;-34;-8;-16;18;10;56;48;69;34;35;-65;"5"
